X Y READING LINE 
900.032	5080.525	-3.603	39
900.096	5080.525	-2.741	39
900.16	5080.525	-1.939	39
900.224	5080.525	-1.36	39
900.288	5080.525	-0.867	39
900.353	5080.525	-0.435	39
900.417	5080.525	-0.173	39
900.481	5080.525	0.668	39
900.545	5080.525	3.202	39
900.609	5080.525	7.491	39
900.673	5080.525	13.246	39
900.737	5080.525	18.226	39
900.801	5080.525	19.233	39
900.865	5080.525	16.444	39
900.929	5080.525	12.412	39
900.994	5080.525	8.536	39
901.058	5080.525	5.39	39
901.122	5080.525	2.72	39
901.186	5080.525	0.753	39
901.25	5080.525	-0.754	39
901.314	5080.525	-1.628	39
901.378	5080.525	-2.089	39
901.442	5080.525	-2.54	39
901.506	5080.525	-3.03	39
901.571	5080.525	-3.82	39
901.635	5080.525	-4.623	39
901.699	5080.525	-5.458	39
901.763	5080.525	-6.034	39
901.827	5080.525	-6.647	39
901.891	5080.525	-7.245	39
901.955	5080.525	-8.122	39
902.019	5080.525	-9.11	39
902.083	5080.525	-10.457	39
902.147	5080.525	-11.77	39
902.212	5080.525	-13.023	39
902.276	5080.525	-13.998	39
902.34	5080.525	-14.535	39
902.404	5080.525	-15.239	39
902.468	5080.525	-16.375	39
902.532	5080.525	-17.989	39
902.596	5080.525	-19.835	39
902.66	5080.525	-21.885	39
902.724	5080.525	-23.697	39
902.788	5080.525	-25.441	39
902.853	5080.525	-27.084	39
902.917	5080.525	-27.514	39
902.981	5080.525	-26.965	39
903.045	5080.525	-24.804	39
903.109	5080.525	-21.507	39
903.173	5080.525	-17.986	39
903.237	5080.525	-14.113	39
903.301	5080.525	-10.306	39
903.365	5080.525	-7.082	39
903.429	5080.525	-4.21	39
903.494	5080.525	-2.099	39
903.558	5080.525	-1.314	39
903.622	5080.525	-1.844	39
903.686	5080.525	-2.51	39
903.75	5080.525	-3.318	39
903.814	5080.525	-4.563	39
903.878	5080.525	-5.827	39
903.942	5080.525	-7.12	39
904.006	5080.525	-7.769	39
904.071	5080.525	-8.296	39
904.135	5080.525	-8.202	39
904.199	5080.525	-6.254	39
904.263	5080.525	-4.041	39
904.327	5080.525	-2.235	39
904.391	5080.525	-0.898	39
904.455	5080.525	0.086	39
904.519	5080.525	-4.672	39
904.583	5080.525	2.153	39
904.647	5080.525	3.797	39
904.712	5080.525	-5.855	39
904.776	5080.525	7.652	39
904.84	5080.525	3.229	39
904.904	5080.525	9.307	39
904.968	5080.525	8.719	39
905.032	5080.525	7.672	39
905.096	5080.525	6.678	39
905.16	5080.525	0.005	39
905.224	5080.525	5.197	39
905.288	5080.525	4.974	39
905.353	5080.525	4.882	39
905.417	5080.525	4.704	39
905.481	5080.525	4.22	39
905.545	5080.525	4.125	39
905.609	5080.525	4.747	39
905.673	5080.525	5.926	39
905.737	5080.525	6.901	39
905.801	5080.525	7.531	39
905.865	5080.525	8.168	39
905.929	5080.525	8.704	39
905.994	5080.525	3.113	39
906.058	5080.525	8.829	39
906.122	5080.525	9.073	39
906.186	5080.525	8.295	39
906.25	5080.525	7.962	39
906.314	5080.525	7.475	39
906.378	5080.525	6.876	39
906.442	5080.525	6.322	39
906.506	5080.525	5.753	39
906.571	5080.525	5.002	39
906.635	5080.525	4.594	39
906.699	5080.525	4.536	39
906.763	5080.525	4.485	39
906.827	5080.525	4.505	39
906.891	5080.525	4.218	39
906.955	5080.525	-1.515	39
907.019	5080.525	4.247	39
907.083	5080.525	-1.602	39
907.147	5080.525	3.574	39
907.212	5080.525	2.972	39
907.276	5080.525	1.585	39
907.34	5080.525	0.581	39
907.404	5080.525	0.119	39
907.468	5080.525	0.218	39
907.532	5080.525	0.655	39
907.596	5080.525	1.484	39
907.66	5080.525	2.108	39
907.724	5080.525	3.608	39
907.788	5080.525	4.529	39
907.853	5080.525	5.703	39
907.917	5080.525	6.627	39
907.981	5080.525	7.309	39
908.045	5080.525	7.564	39
908.109	5080.525	7.298	39
908.173	5080.525	7.052	39
908.237	5080.525	6.106	39
908.301	5080.525	5.439	39
908.365	5080.525	5.306	39
908.429	5080.525	4.86	39
908.494	5080.525	4.637	39
908.558	5080.525	4.938	39
908.622	5080.525	5.197	39
908.686	5080.525	5.762	39
908.75	5080.525	6.662	39
908.814	5080.525	7.366	39
908.878	5080.525	8.146	39
908.942	5080.525	8.612	39
909.006	5080.525	9.035	39
909.071	5080.525	9.237	39
909.135	5080.525	9.485	39
909.199	5080.525	9.758	39
909.263	5080.525	9.868	39
909.327	5080.525	10.021	39
909.391	5080.525	10.105	39
909.455	5080.525	10.139	39
909.519	5080.525	9.955	39
909.583	5080.525	9.317	39
909.647	5080.525	8.629	39
909.712	5080.525	8.23	39
909.776	5080.525	8.081	39
909.84	5080.525	8.293	39
909.904	5080.525	8.043	39
909.968	5080.525	8.207	39
910.032	5080.525	8.095	39
910.096	5080.525	7.74	39
910.16	5080.525	1.993	39
910.224	5080.525	7.454	39
910.288	5080.525	7.518	39
910.353	5080.525	7.16	39
910.417	5080.525	6.45	39
910.481	5080.525	5.494	39
910.545	5080.525	4.474	39
910.609	5080.525	3.212	39
910.673	5080.525	2.109	39
910.737	5080.525	1.083	39
910.801	5080.525	1.059	39
910.865	5080.525	1.076	39
910.929	5080.525	1.6	39
910.994	5080.525	2.217	39
911.058	5080.525	2.903	39
911.122	5080.525	3.194	39
911.186	5080.525	3.153	39
911.25	5080.525	3.027	39
911.314	5080.525	2.791	39
911.378	5080.525	2.676	39
911.442	5080.525	2.73	39
911.506	5080.525	2.956	39
911.571	5080.525	3.012	39
911.635	5080.525	3.324	39
911.699	5080.525	3.692	39
911.763	5080.525	3.678	39
911.827	5080.525	3.753	39
911.891	5080.525	3.728	39
911.955	5080.525	3.893	39
912.019	5080.525	3.942	39
912.083	5080.525	-1.438	39
912.147	5080.525	4.412	39
912.212	5080.525	4.925	39
912.276	5080.525	-0.77	39
912.34	5080.525	5.109	39
912.404	5080.525	5.338	39
912.468	5080.525	4.643	39
912.532	5080.525	4.138	39
912.596	5080.525	2.994	39
912.66	5080.525	2.011	39
912.724	5080.525	1.273	39
912.788	5080.525	0.682	39
912.853	5080.525	0.297	39
912.917	5080.525	-5.737	39
912.981	5080.525	-0.404	39
913.045	5080.525	-0.577	39
913.109	5080.525	-0.987	39
913.173	5080.525	-1.694	39
913.237	5080.525	-8.419	39
913.301	5080.525	-3.424	39
913.365	5080.525	-3.477	39
913.429	5080.525	-3.316	39
913.494	5080.525	-2.769	39
913.558	5080.525	-2.566	39
913.622	5080.525	-2.845	39
913.686	5080.525	-1.742	39
913.75	5080.525	1.736	39
913.814	5080.525	7.53	39
913.878	5080.525	9.445	39
913.942	5080.525	3.332	39
914.006	5080.525	9.049	39
914.071	5080.525	8.903	39
914.135	5080.525	8.33	39
914.199	5080.525	7.466	39
914.263	5080.525	6.557	39
914.327	5080.525	6.106	39
914.391	5080.525	6.019	39
914.455	5080.525	6.044	39
914.519	5080.525	5.74	39
914.583	5080.525	5.688	39
914.647	5080.525	6.383	39
914.712	5080.525	6.165	39
914.776	5080.525	5.728	39
914.84	5080.525	5.084	39
914.904	5080.525	4.296	39
914.968	5080.525	3.509	39
915.032	5080.525	2.881	39
915.096	5080.525	1.679	39
915.16	5080.525	0.501	39
915.224	5080.525	-0.31	39
915.288	5080.525	-1.186	39
915.353	5080.525	-1.796	39
915.417	5080.525	-2.629	39
915.481	5080.525	-2.896	39
915.545	5080.525	-3.834	39
915.609	5080.525	-4.358	39
915.673	5080.525	-5.108	39
915.737	5080.525	-5.55	39
915.801	5080.525	-6.057	39
915.865	5080.525	-5.669	39
915.929	5080.525	-4.83	39
915.994	5080.525	-3.963	39
916.058	5080.525	-3.054	39
916.122	5080.525	-3.32	39
916.186	5080.525	-3.65	39
916.25	5080.525	-4.079	39
916.314	5080.525	-3.857	39
916.378	5080.525	-4.014	39
916.442	5080.525	-9.459	39
916.506	5080.525	-3.87	39
916.571	5080.525	-4.277	39
916.635	5080.525	-4.801	39
916.699	5080.525	-5.365	39
916.763	5080.525	-5.966	39
916.827	5080.525	-6.606	39
916.891	5080.525	-7.194	39
916.955	5080.525	-7.774	39
917.019	5080.525	-8.471	39
917.083	5080.525	-9.271	39
917.147	5080.525	-9.868	39
917.212	5080.525	-10.208	39
917.276	5080.525	-10.512	39
917.34	5080.525	-10.73	39
917.404	5080.525	-11.09	39
917.468	5080.525	-11.684	39
917.532	5080.525	-11.818	39
917.596	5080.525	-17.881	39
917.66	5080.525	-12.496	39
917.724	5080.525	-18.215	39
917.788	5080.525	-12.357	39
917.853	5080.525	-12.1	39
917.917	5080.525	-11.989	39
917.981	5080.525	-11.915	39
918.045	5080.525	-11.538	39
918.109	5080.525	-10.9	39
918.173	5080.525	-9.381	39
918.237	5080.525	-7.713	39
918.301	5080.525	-5.899	39
918.365	5080.525	-3.453	39
918.429	5080.525	-0.476	39
918.494	5080.525	2.568	39
918.558	5080.525	5.764	39
918.622	5080.525	8.858	39
918.686	5080.525	12.285	39
918.75	5080.525	15.456	39
918.814	5080.525	17.661	39
918.878	5080.525	19.486	39
918.942	5080.525	21.055	39
919.006	5080.525	21.992	39
919.071	5080.525	21.89	39
919.135	5080.525	21.17	39
919.199	5080.525	19.438	39
919.263	5080.525	16.591	39
919.327	5080.525	12.437	39
919.391	5080.525	6.828	39
919.455	5080.525	0.44	39
919.519	5080.525	-6.273	39
919.583	5080.525	-12.397	39
919.647	5080.525	-17.574	39
919.712	5080.525	-21.553	39
919.776	5080.525	-24.681	39
919.84	5080.525	-27.394	39
919.904	5080.525	-29.717	39
919.968	5080.525	-31.343	39
919.972	5080.975	-1.684	38
919.916	5080.975	3.603	38
919.86	5080.975	7.982	38
919.804	5080.975	11.664	38
919.749	5080.975	14.859	38
919.693	5080.975	11.614	38
919.637	5080.975	19.12	38
919.581	5080.975	20.263	38
919.525	5080.975	19.875	38
919.469	5080.975	18.346	38
919.413	5080.975	15.864	38
919.358	5080.975	13.378	38
919.302	5080.975	10.755	38
919.246	5080.975	7.256	38
919.19	5080.975	3.756	38
919.134	5080.975	0.711	38
919.078	5080.975	-2.546	38
919.022	5080.975	-5.919	38
918.966	5080.975	-8.968	38
918.911	5080.975	-11.578	38
918.855	5080.975	-14.006	38
918.799	5080.975	-16.158	38
918.743	5080.975	-17.388	38
918.687	5080.975	-17.931	38
918.631	5080.975	-18.163	38
918.575	5080.975	-18.188	38
918.52	5080.975	-18.312	38
918.464	5080.975	-18.429	38
918.408	5080.975	-18.316	38
918.352	5080.975	-18.402	38
918.296	5080.975	-18.312	38
918.24	5080.975	-18.001	38
918.184	5080.975	-17.733	38
